 homemade init
 
        1000 atoms
           1 atom types
 
  0.000000000000000E+000   11.5216810819787      xlo xhi
  0.000000000000000E+000   11.5216810819787      ylo yhi
  0.000000000000000E+000   11.5216810819787      zlo zhi
 
 Masses
 
           1   1.00000000000000     
 
 Atoms # bond
 
           1           0      1   0.6810473988259290E+01   0.2185224219796217E+00   0.8231865649736511E+01
           2           0      1   0.3537737965074105E+01   0.1545985215268454E+01   0.4164921725678787E+01
           3           0      1   0.5701919319147081E+01   0.6827368706504016E+01   0.3534702206905909E+01
           4           0      1   0.1018126174468580E+02   0.1050889793490603E+02   0.6110954036680186E+01
           5           0      1   0.8774219539258905E+01   0.4722063416653861E+01   0.2748969791675457E+01
           6           0      1   0.8806883619642021E+00   0.3863380957750850E+01   0.5315770481868072E+01
           7           0      1   0.3777906267325645E+01   0.4860124548133701E+01   0.7647386386086544E+01
           8           0      1   0.1465571258343705E+01   0.1924249944263285E+01   0.3067772410221608E+01
           9           0      1   0.1052638409709453E+02   0.4476088234670091E+00   0.3260451445134806E+01
          10           0      1   0.4485257773392124E+01   0.6118155562734521E+01   0.8946125193142446E+01
          11           0      1   0.5870123875019819E+00   0.1095568839118955E+02   0.3965218851208593E+01
          12           0      1   0.1836548978768531E+01   0.9384926423570738E+01   0.8370948471347051E+01
          13           0      1   0.2816242654551249E+01   0.4756396656130352E+01   0.1015927666245494E+01
          14           0      1   0.5313498499095793E+00   0.4787605347673606E+01   0.1133521590127318E+02
          15           0      1   0.1254663543017599E+01   0.7064319703957972E+01   0.7864092868547366E+01
          16           0      1   0.1344376903792510E+01   0.7054004854067998E+01   0.5264713570407924E+01
          17           0      1   0.7700288597866749E+01   0.7373353276726474E+01   0.2860667498297247E+01
          18           0      1   0.7420197587543574E+01   0.4676368417084873E+01   0.5983164603493861E+01
          19           0      1   0.5200214044264249E+01   0.7986012133529490E+01   0.1528855011339492E+01
          20           0      1   0.9194960457199128E+01   0.9639978800582373E+00   0.1025989759319899E+02
          21           0      1   0.8539079796976461E+01   0.6154966985563344E+01   0.8733720097893702E+01
          22           0      1   0.7130300496537760E+01   0.4098155831959692E+00   0.1028359741900618E+02
          23           0      1   0.2775082248334435E+01   0.1118010659359323E+02   0.3711057836913581E+01
          24           0      1   0.7377357477683680E+01   0.3512135383677073E+01   0.8764136907689798E+01
          25           0      1   0.6939811108539346E+01   0.5639296676499617E+01   0.6389172386081205E+01
          26           0      1   0.7968153875773094E+01   0.6570342863595151E+01   0.4623449768148686E+01
          27           0      1   0.1070308470998697E+01   0.9203198713330984E+01   0.5458878505642470E+01
          28           0      1   0.8679530787386186E+01   0.3104720972238027E+01   0.2318091335764355E+01
          29           0      1   0.5538030366002171E+01   0.8982724708307744E+01   0.1986529123970712E+01
          30           0      1   0.1991402695021892E+00   0.1036505681156100E+02   0.1047800509407934E+01
          31           0      1   0.9186262356716504E+00   0.2797549424199739E+01   0.3288212836521720E+01
          32           0      1   0.1572719861261082E+01   0.1801063125936369E+01   0.4575837287501753E+00
          33           0      1   0.2724686770868823E+01   0.8738388048655152E+01   0.2974369975231817E+01
          34           0      1   0.2717883787939502E+01   0.2943172227798230E+01   0.1843968862169484E+01
          35           0      1   0.5487250788460632E+01   0.1079325909203249E+02   0.6293462838676769E+01
          36           0      1   0.7816290879398374E+01   0.5925635578354517E+01   0.7940119149611621E+01
          37           0      1   0.6708575448470825E+01   0.5617612257248743E+01   0.8769975192532694E+01
          38           0      1   0.1030314375606205E+02   0.1001893198036066E+02   0.1927473275092943E+00
          39           0      1   0.7953286445937485E+01   0.1075980369948303E+02   0.7807667060633339E+01
          40           0      1   0.3978119023327365E+01   0.2214540228063612E+01   0.8923960809285186E+01
          41           0      1   0.8305941121951397E+01   0.7003350101860004E+01   0.8170398399486512E+01
          42           0      1   0.9472728553725059E+01   0.4017654830274652E+01   0.4366633650682792E+01
          43           0      1   0.8978536660330853E+01   0.5832889340422788E+01   0.4185363392276717E+01
          44           0      1   0.7047989571062034E+01   0.3021375056484688E+01   0.6371488117621149E+01
          45           0      1   0.3031030456007351E+01   0.2156731154886037E+01   0.9444759972313570E+00
          46           0      1   0.5657742226639844E+01   0.3519464748852084E+01   0.8885177605907163E+01
          47           0      1   0.2016184960131722E+01   0.1106170645029039E+01   0.2299849927853920E+01
          48           0      1   0.3189561637122178E+01   0.1354724220324578E+01   0.7619149981782651E+01
          49           0      1   0.2393791087194167E+01   0.2139047567201339E+01   0.8790346474599684E+01
          50           0      1   0.3998047398556478E+01   0.1022193579517250E+02   0.6712662767742848E-01
          51           0      1   0.1720871114096399E+00   0.8382725577034620E+00   0.4855144298416494E+01
          52           0      1   0.4664850968184674E+01   0.7192013665683483E+01   0.3668058544971450E+01
          53           0      1   0.2221310001370916E+01   0.1712997498504414E+00   0.9702206137921452E+01
          54           0      1   0.1048597144637150E+02   0.1064691275122216E+01   0.5405349146922485E+01
          55           0      1   0.3329418007802836E+01   0.8203921990399347E+00   0.1048700691117164E+02
          56           0      1   0.5994972856133021E+01   0.3337065786660130E+01   0.1423094192036265E+01
          57           0      1   0.8613825165868146E+01   0.8852981045098280E+01   0.2835774148734060E+01
          58           0      1   0.1050390599704382E+02   0.5402402860095840E+01   0.7771214945763673E+01
          59           0      1   0.3109963200517264E+01   0.5857176022411207E+01   0.1436775540012035E+01
          60           0      1   0.2616645747709279E+01   0.4613695297890752E+01   0.1084630042781847E+02
          61           0      1   0.4688753574744797E+01   0.1019165689579733E+02   0.5694982141898190E+01
          62           0      1   0.2296710958682455E+01   0.2682314901165234E+01   0.2724755525235622E+01
          63           0      1   0.3855092319180928E+01   0.6772228468410253E+01   0.7207614903282280E+01
          64           0      1   0.8501867601637311E+01   0.8326373566392773E+01   0.2635473442864190E+00
          65           0      1   0.6183409921206865E+01   0.5471769411180469E+01   0.7751538061851545E+01
          66           0      1   0.8754551592739455E+01   0.3724496718615296E+01   0.3199582069398682E+01
          67           0      1   0.7704336872380544E+01   0.1086080600708626E+02   0.6914993995357108E+00
          68           0      1   0.6445557769615725E+01   0.4075901432455697E+01   0.4350929321415309E+01
          69           0      1   0.3733328667657267E+01   0.3840963174173088E+01   0.8566310029766976E+01
          70           0      1   0.2311364920398301E+00   0.4054773544438689E+01   0.9439587205589797E+01
          71           0      1   0.8015415235358880E+01   0.8159014192845545E+01   0.8121304950329401E+01
          72           0      1   0.5737386969290200E+01   0.6354999049037779E+01   0.8495658059076092E+01
          73           0      1   0.9902505911103509E+01   0.6348816213817592E+01   0.8772741534350271E+01
          74           0      1   0.9817511325406931E+01   0.1578132944255393E+01   0.9717368195183186E+01
          75           0      1   0.5342652285378797E+00   0.2890358353963516E+01   0.5253084928101868E+01
          76           0      1   0.1336664886287075E+01   0.4087378109695850E+01   0.6152009444694264E+01
          77           0      1   0.6024948751110366E+00   0.5979082886929397E+01   0.6937965986124464E+01
          78           0      1   0.9396760369095952E+01   0.1155546194318148E+01   0.5643229100286447E+01
          79           0      1   0.1716887163561586E+01   0.7282023213382613E+01   0.9062326583909664E+01
          80           0      1   0.6654174414133541E+01   0.4203293660930437E+01   0.1165993056336692E+01
          81           0      1   0.4664238582300408E+01   0.5392468610738925E+01   0.8067142743096211E+01
          82           0      1   0.7847889446382490E+01   0.1073747530043642E+02   0.1729808792910962E+01
          83           0      1   0.1074918430741609E+02   0.7583770580098045E+01   0.1455806572393696E+01
          84           0      1   0.3291568708154625E+00   0.1068244531322343E+02   0.2893812802115103E+01
          85           0      1   0.5704916613813225E-01   0.7032526595252415E+01   0.1704406116707933E+01
          86           0      1   0.4358560493579922E+01   0.1030752729107169E+02   0.4583148962614419E+01
          87           0      1   0.1004638012112672E+02   0.3138645076226681E+01   0.4947237799576366E+01
          88           0      1   0.6697870852651156E+01   0.1635813333693082E+01   0.1135508812860194E+02
          89           0      1   0.9283173602292285E+01   0.3933730443053007E+01   0.7438324645088021E-01
          90           0      1   0.5169697434873257E+01   0.7665703982319158E+01   0.1045580324849251E+02
          91           0      1   0.6945882623236374E+01   0.1045688680468947E+02   0.8033011678006030E+01
          92           0      1   0.9902551548856659E+01   0.1079239045154734E+02   0.2358543741589315E+01
          93           0      1   0.5154953105503582E+01   0.2812983686742895E+01   0.4087339060659944E+01
          94           0      1   0.1506169475858787E+01   0.3055464129398641E+01   0.8199939097045323E+01
          95           0      1   0.7757966994847181E+01   0.6824543546537329E+01   0.1199952771206417E+01
          96           0      1   0.1927334195573662E+01   0.9437236134292361E+01   0.3242293756754837E+01
          97           0      1   0.8797209116645186E+01   0.7561401768938665E+01   0.1062830653131547E+02
          98           0      1   0.4583479789653186E+00   0.8698906072556017E+01   0.3568485707924653E+01
          99           0      1   0.6631579792635946E+01   0.1143964237286576E+01   0.1391573088849538E+01
         100           0      1   0.1651560666734262E+01   0.1083395430777872E+02   0.1015380202405578E+02
         101           0      1   0.9809514757485244E+01   0.6702098825948951E+01   0.1101570883282059E+02
         102           0      1   0.4181888755410878E+00   0.4780852278232333E+00   0.1109907904923114E+02
         103           0      1   0.2575241512468982E+00   0.5510600213492257E+01   0.1424575413642913E+01
         104           0      1   0.6260824759220041E+01   0.1179099648411561E+01   0.1055170507726765E+02
         105           0      1   0.1030399028926148E+02   0.7220797247467226E+01   0.5020154878148363E+01
         106           0      1   0.4002249919480881E+01   0.1056384481591945E+01   0.8294815955956389E+01
         107           0      1   0.9517922627722941E+01   0.7632669115119363E+00   0.1141878609323876E+02
         108           0      1   0.7147358889197706E+01   0.1428657889222029E+00   0.4097158405398177E+01
         109           0      1   0.3625890890072562E+00   0.6729679040126841E+01   0.1043165230335417E+02
         110           0      1   0.1226392509014175E+01   0.3317228482508617E+01   0.4495098200054993E+01
         111           0      1   0.2042879587926689E+01   0.5707358351287226E+01   0.1105419872072618E+02
         112           0      1   0.9149927796139231E+01   0.6180995375671698E+01   0.1027222792056195E+02
         113           0      1   0.9656648424755637E+01   0.1091900373541378E+02   0.1131705468022159E+02
         114           0      1   0.7875225740937077E+01   0.9631758919192005E+00   0.1150050737795799E+01
         115           0      1   0.1101859778637340E+02   0.2629878417555104E+01   0.8928487035767130E+01
         116           0      1   0.1334396329123809E+01   0.7817675116371429E+00   0.7358984351496607E+01
         117           0      1   0.7193748638718142E+01   0.3270563535987066E+01   0.8820884261248404E+00
         118           0      1   0.6576827706145199E+01   0.3627375778811971E+01   0.1060479199668712E+02
         119           0      1   0.2615687706190303E+01   0.4588423308155648E+00   0.7535411466998413E+01
         120           0      1   0.5555822695189054E+01   0.9417249715922230E+01   0.9330946910826832E+01
         121           0      1   0.1140718616205281E+02   0.7281959012819160E+01   0.3973778040496446E+01
         122           0      1   0.7449706933793477E+01   0.3500530110513046E+01   0.4644170491782089E+01
         123           0      1   0.9742799887895485E+01   0.8892885089720215E+01   0.3382427648033763E+01
         124           0      1   0.2216670683575686E+01   0.3773678478432998E+01   0.1137610594269435E+02
         125           0      1   0.1065858489824535E+02   0.4216134347713779E+01   0.4893102424607261E+01
         126           0      1   0.6107086575424165E+01   0.7271484592132080E+01   0.5430298368598506E+00
         127           0      1   0.1773748641210165E+01   0.1144083813713655E+02   0.7031475800176668E+01
