LAMMPS data file via write_data, version 29 Oct 2020, timestep = 20000

1000 atoms
1 atom types

0.0 11.521681081978667 xlo xhi
0.0 11.521681081978667 ylo yhi
0.0 11.521681081978667 zlo zhi

Masses

1 1

Atoms # bond

243 0 1 1.0596697439031666 0.3625447178758962 1.4866616293139177 0 0 0
248 0 1 1.7060236583410846 1.2331473379382931 1.6694240198833799 0 0 0
283 0 1 1.0015103097977027 1.4830588009779428 0.9135110197791044 0 0 0
287 0 1 2.164341283155645 2.084453102005256 0.9739592272354103 0 0 0
481 0 1 0.28436576667611635 1.8562492358415525 1.7276680732674297 0 0 0
252 0 1 1.7655247882978076 0.6417943699921824 0.7318281788116227 0 0 0
445 0 1 11.518219724482345 0.28308065558116435 1.784157486947626 -1 0 0
242 0 1 0.20251777683755506 0.7596217781956451 0.7480242692367427 0 0 0
273 0 1 9.010524280048038 11.502025670053992 0.2496770165082017 0 -1 0
446 0 1 2.6195696063792933 1.289616091069632 2.1379126062443436 0 0 0
254 0 1 4.094205343101565 0.6086123444261313 0.8628272931900735 0 0 0
256 0 1 2.817243425672609 0.8649430474747632 1.0785433726011386 0 0 0
291 0 1 3.199475709385421 1.7630158778392166 0.278773259377077 0 0 0
454 0 1 4.003345479996034 1.155334872430333 1.9927465870802683 0 0 0
402 0 1 1.4137328130386375 10.832240512153385 2.10088058484797 0 -1 0
457 0 1 4.179090020632909 11.412990316765688 1.7377024109441412 0 -1 0
338 0 1 4.12612304758297 5.504000357640736 0.06865003405021533 0 0 0
296 0 1 3.183681702270183 1.7839845809252697 1.3280815302382567 0 0 0
299 0 1 4.431963778408836 1.7691426533668317 0.9160828409606234 0 0 0
264 0 1 6.035043434796125 1.0654354230450331 2.0440408539427817 0 0 0
262 0 1 6.091885873634512 1.2898265944154188 1.0093723026788783 0 0 0
258 0 1 5.218891650186353 0.8854752329894825 1.2474597537366858 0 0 0
263 0 1 6.253193119609026 0.16290815512716783 0.9574631201904609 0 0 0
501 0 1 5.829193542513845 2.090793616875248 1.5537897834624892 0 0 0
68 0 1 6.387012392233188 0.8326208684486208 0.04433173533376662 0 0 0
465 0 1 6.69619765504673 0.2711407906809761 2.0092591859281925 0 0 0
382 0 1 5.9752452709231685 7.820440041954286 0.09260350156336943 0 0 0
308 0 1 6.734762165531251 2.4427307288816147 1.0361879523383755 0 0 0
505 0 1 6.8004061605410415 1.8923712583377212 2.063217244319878 0 0 0
268 0 1 7.303494154531671 1.6043908098485467 0.23588987077382054 0 0 0
272 0 1 8.613070512260416 0.8704096092464452 0.7709118344598567 0 0 0
466 0 1 7.973246677366651 1.4457166314930425 1.4561742195669145 0 0 0
267 0 1 7.01437620581479 1.0755188072640158 1.478243250154097 0 0 0
311 0 1 8.810497662977275 2.336461437238277 1.5177854244312936 0 0 0
