         # time  113  1 113  1  113  2 113  2  114  1 114  1  114  2 114  2
0.000000  0.000000  0.000000  0.000000  0.000000  
0.011662  5.341313  5.348077  5.307668  5.331108  
0.023324  10.393641  10.406644  10.327401  10.371658  
0.034986  14.936865  14.955174  14.839895  14.900362  
0.046647  18.855485  18.878051  18.730180  18.801258  
0.058309  22.135190  22.160962  21.983878  22.060088  
0.069971  24.830044  24.857975  24.654767  24.731327  
0.081633  27.028157  27.057195  26.830663  26.903608  
0.093295  28.823930  28.853084  28.605736  28.671917  
0.104960  30.302760  30.331331  30.065552  30.122343  
0.116620  31.533397  31.561187  31.279119  31.324355  
0.128280  32.570484  32.598129  32.301235  32.333371  
0.139940  33.454411  33.483764  33.172377  33.190625  
0.151600  34.214690  34.248882  33.921963  33.926366  
0.163270  34.872884  34.916102  34.571323  34.562690  
0.174930  35.442259  35.499230  35.133417  35.113293  
0.186590  35.932819  36.008201  35.617837  35.588490  
0.198250  36.350690  36.448453  36.030222  35.994707  
0.209910  36.700385  36.823293  36.374443  36.336636  
0.221580  36.986597  37.135839  36.654360  36.618957  
0.233240  37.214329  37.389229  36.874034  36.846444  
0.244900  37.390844  37.588877  37.039775  37.025949  
0.256560  37.524557  37.741518  37.159201  37.165356  
0.268220  37.624679  37.855171  37.241059  37.273214  
0.279880  37.700414  37.938586  37.294548  37.357915  
0.291550  37.760202  38.000616  37.328594  37.426988  
0.303210  37.810872  38.049250  37.351063  37.486333  
0.314870  37.857570  38.091203  37.368436  37.540370  
0.326530  37.903446  38.131153  37.385400  37.591848  
0.338190  37.949826  38.171564  37.404793  37.642061  
0.349860  37.996522  38.212884  37.427726  37.691040  
0.361520  38.042088  38.253852  37.453746  37.737562  
0.373180  38.084578  38.292299  37.481317  37.779689  
0.384840  38.121950  38.325598  37.508204  37.815053  
0.396500  38.152577  38.351242  37.532024  37.841482  
0.408170  38.175548  38.367348  37.550795  37.857550  
0.419830  38.190644  38.372978  37.563264  37.862861  
0.431490  38.198358  38.368405  37.569205  37.858195  
0.443150  38.199663  38.354947  37.569308  37.845250  
0.454810  38.195855  38.334593  37.564986  37.826322  
0.466470  38.188366  38.309468  37.558049  37.803936  
0.478140  38.178560  38.281334  37.550346  37.780483  
0.489800  38.167557  38.251451  37.543443  37.758019  
0.501460  38.156006  38.220440  37.538301  37.737946  
0.513120  38.144047  38.188508  37.535119  37.721000  
0.524780  38.131372  38.155561  37.533305  37.707251  
0.536450  38.117427  38.121253  37.531607  37.696194  
0.548110  38.101696  38.085182  37.528416  37.686949  
0.559770  38.083793  38.046812  37.522120  37.678403  
0.571430  38.063551  38.005689  37.511457  37.669473  
0.583090  38.040958  37.961484  37.495764  37.659341  
