         # time  115  1 115  1  116  1 116  1
0.000000  0.000000  0.000000  
0.011662  44.754674  44.363997  
0.023324  81.934297  81.197258  
0.034986  106.607590  105.603492  
0.046647  117.571145  116.399012  
0.058309  116.703201  115.462962  
0.069971  107.491212  106.264035  
0.081633  93.674075  92.505790  
0.093295  78.392190  77.285714  
0.104960  63.851768  62.772704  
0.116620  51.363966  50.260475  
0.128280  41.510916  40.340263  
0.139940  34.402863  33.152515  
0.151600  29.865899  28.562439  
0.163270  27.568835  26.271501  
0.174930  27.106317  25.888849  
0.186590  28.033964  26.961074  
0.198250  29.913847  29.020988  
0.209910  32.347348  31.631487  
0.221580  35.005949  34.431120  
0.233240  37.637785  37.151631  
0.244900  40.081197  39.635211  
0.256560  42.242086  41.805254  
0.268220  44.076204  43.637098  
0.279880  45.571075  45.128295  
0.291550  46.735805  46.282283  
0.303210  47.590990  47.102104  
0.314870  48.170305  47.602871  
0.326530  48.512276  47.815480  
0.338190  48.657023  47.791234  
0.349860  48.642886  47.598516  
0.361520  48.504151  47.312770  
0.373180  48.269359  47.000294  
0.384840  47.960142  46.705086  
0.396500  47.590665  46.441820  
0.408170  47.168375  46.197684  
0.419830  46.698646  45.942406  
0.431490  46.186679  45.639969  
0.443150  45.641795  45.262342  
0.454810  45.077230  44.798216  
0.466470  44.507604  44.255256  
0.478140  43.945139  43.655068  
0.489800  43.399970  43.027020  
0.501460  42.877695  42.397351  
0.513120  42.381743  41.786221  
0.524780  41.911740  41.205063  
0.536450  41.461634  40.656200  
0.548110  41.021918  40.136700  
0.559770  40.581053  39.639057  
0.571430  40.132131  39.157248  
0.583090  39.675817  38.689851  
0.594760  39.219298  38.240790  
0.606420  38.773881  37.818243  
0.618080  38.348273  37.427353  
0.629740  37.948160  37.068412  
0.641400  37.576696  36.737915  
0.653060  37.236020  36.433449  
0.664730  36.926216  36.157092  
0.676390  36.643625  35.915776  
0.688050  36.378476  35.716140  
0.699710  36.119473  35.560881  
0.711370  35.858854  35.444482  
0.723040  35.595100  35.351098  
0.734700  35.332785  35.256547  
0.746360  35.077810  35.133489  
0.758020  34.834997  34.959842  
0.769680  34.606764  34.726601  
0.781340  34.394814  34.442441  
0.793010  34.202178  34.132200  
0.804670  34.033492  33.830288  
0.816330  33.890739  33.566848  
0.827990  33.770520  33.356670  
0.839650  33.663212  33.193599  
0.851320  33.555838  33.055946  
0.862980  33.438437  32.920084  
0.874640  33.310270  32.772060  
0.886300  33.183357  32.612872  
0.897960  33.077981  32.454546  
0.909630  33.011328  32.311321  
0.921290  32.986086  32.192154  
0.932950  32.985917  32.097094  
0.944610  32.981966  32.020341  
0.956270  32.946042  31.955106  
0.967930  32.863040  31.897455  
0.979600  32.735215  31.846915  
0.991260  32.577362  31.803941  
1.002900  32.406428  31.765288  
1.014600  32.232519  31.720675  
1.026200  32.062585  31.655036  
1.037900  31.895579  31.550560  
1.049600  31.736781  31.396553  
1.061200  31.594872  31.193640  
1.072900  31.477058  30.948747  
1.084600  31.393697  30.683005  
1.096200  31.351200  30.421338  
1.107900  31.348998  30.179101  
1.119500  31.377865  29.973178  
1.131200  31.416784  29.803821  
1.142900  31.434288  29.667633  
1.154500  31.399269  29.554601  
1.166200  31.291974  29.451682  
1.177800  31.115462  29.354165  
1.189500  30.887599  29.258857  
1.201200  30.641794  29.166990  
1.212800  30.411052  29.078139  
1.224500  30.212140  28.986979  
1.236200  30.054266  28.890074  
1.247800  29.935155  28.787480  
1.259500  29.844837  28.682350  
1.271100  29.776604  28.585728  
1.282800  29.720900  28.504547  
1.294500  29.668555  28.441034  
1.306100  29.609548  28.386251  
1.317800  29.534853  28.321800  
1.329500  29.442945  28.231410  
1.341100  29.339657  28.109755  
1.352800  29.233005  27.962903  
1.364400  29.135091  27.811511  
1.376100  29.050494  27.671135  
1.387800  28.979322  27.551724  
1.399400  28.914842  27.450745  
1.411100  28.845543  27.355873  
1.422700  28.763290  27.259133  
1.434400  28.661106  27.156446  
1.446100  28.539446  27.055040  
1.457700  28.404788  26.966749  
1.469400  28.263820  26.898179  
1.481100  28.126287  26.848587  
1.492700  27.997532  26.805115  
1.504400  27.874893  26.745971  
1.516000  27.759382  26.652690  
1.527700  27.652418  26.516176  
1.539400  27.564716  26.348334  
1.551000  27.509671  26.178440  
1.562700  27.496349  26.038512  
1.574400  27.525954  25.959003  
1.586000  27.585070  25.951721  
1.597700  27.648658  26.005984  
1.609300  27.683949  26.091461  
1.621000  27.665718  26.170870  
1.632700  27.584180  26.208277  
1.644300  27.449157  26.182759  
