         # time  115  1 115  1  116  1 116  1
   0.00000E+000   0.40170E+004   0.39825E+004
   0.11662E-001   0.36583E+004   0.36258E+004
   0.23324E-001   0.27179E+004   0.26910E+004
   0.34986E-001   0.15135E+004   0.14946E+004
   0.46647E-001   0.36688E+003   0.35696E+003
   0.58309E-001  -0.51573E+003  -0.51749E+003
   0.69971E-001  -0.10641E+004  -0.10601E+004
   0.81633E-001  -0.13055E+004  -0.12994E+004
   0.93295E-001  -0.13153E+004  -0.13108E+004
   0.10496E+000  -0.11777E+004  -0.11775E+004
   0.11662E+000  -0.96429E+003  -0.96868E+003
   0.12828E+000  -0.72577E+003  -0.73290E+003
   0.13994E+000  -0.49345E+003  -0.49999E+003
   0.15160E+000  -0.28476E+003  -0.28733E+003
   0.16327E+000  -0.10891E+003  -0.10529E+003
   0.17493E+000   0.29576E+002   0.39655E+002
   0.18659E+000   0.12954E+003   0.14426E+003
   0.19825E+000   0.19291E+003   0.20907E+003
   0.20991E+000   0.22450E+003   0.23870E+003
   0.22158E+000   0.23113E+003   0.24110E+003
   0.23324E+000   0.22030E+003   0.22554E+003
   0.24490E+000   0.19881E+003   0.20046E+003
   0.25656E+000   0.17184E+003   0.17176E+003
   0.26822E+000   0.14276E+003   0.14245E+003
   0.27988E+000   0.11365E+003   0.11333E+003
   0.29155E+000   0.85961E+002   0.84440E+002
   0.30321E+000   0.60726E+002   0.56181E+002
   0.31487E+000   0.38642E+002   0.29714E+002
   0.32653E+000   0.20015E+002   0.67541E+001
   0.33819E+000   0.48130E+001  -0.10913E+002
   0.34986E+000  -0.72358E+001  -0.22115E+002
   0.36152E+000  -0.16561E+002  -0.26898E+002
   0.37318E+000  -0.23712E+002  -0.26700E+002
   0.38484E+000  -0.29327E+002  -0.23936E+002
   0.39650E+000  -0.34048E+002  -0.21221E+002
   0.40817E+000  -0.38324E+002  -0.20619E+002
   0.41983E+000  -0.42247E+002  -0.23168E+002
   0.43149E+000  -0.45569E+002  -0.28708E+002
   0.44315E+000  -0.47893E+002  -0.36065E+002
   0.45481E+000  -0.48945E+002  -0.43545E+002
