LAMMPS data file via write_data, version 29 Oct 2020, timestep = 10000000

18688 atoms
7 atom types
69632 bonds
1 bond types

0.0 18.434689731165868 xlo xhi
0.0 18.434689731165868 ylo yhi
0.0 57.60840540989334 zlo zhi

Masses

1 1
2 4.88345
3 4.88345
4 4.88345
5 4.88345
6 4.88345
7 4.88345

Bond Coeffs # harmonic

1 324 0.8147

Atoms # bond

15620 0 5 1.1376741262258865 0.5685290192776097 1.7001866527829719 0 0 0
15649 0 5 0.5523260127136733 1.142487525448139 1.7682955865907029 0 0 0
15651 0 5 1.7071836075051183 1.2031391876967668 1.7386298502022874 0 0 0
15652 0 5 1.1397349771502936 1.7269231274750694 1.7278242660476524 0 0 0
18177 0 7 0.0 0.0 1.1521681081978667 0 0 0
18178 0 7 0.5760840540989334 0.5760840540989334 1.1521681081978667 0 0 0
18179 0 7 1.1521681081978667 0.0 1.1521681081978667 0 0 0
18180 0 7 1.7282521622968001 0.5760840540989334 1.1521681081978667 0 0 0
18209 0 7 0.0 1.1521681081978667 1.1521681081978667 0 0 0
18210 0 7 0.5760840540989334 1.7282521622968001 1.1521681081978667 0 0 0
18211 0 7 1.1521681081978667 1.1521681081978667 1.1521681081978667 0 0 0
18212 0 7 1.7282521622968001 1.7282521622968001 1.1521681081978667 0 0 0
16198 0 5 1.6998239603469323 1.7253583491482245 2.305291746859353 0 0 0
16197 0 5 1.1287222017029095 1.164719248369225 2.3244827788300593 0 0 0
15618 0 5 18.407827381629314 0.5914924523956248 1.7120816450939809 -1 0 0
16134 0 5 1.698322867765096 0.613099969888892 2.314220446132548 0 0 0
145 0 1 10.548103906061588 2.860173376061516 11.14824163156048 8 -9 0
3959 0 1 17.98719827812185 3.768024786761032 11.435331434720021 -8 -1 0
15622 0 5 2.269149578491206 0.612277437392458 1.7467043637371609 0 0 0
15624 0 5 3.4323648175530415 0.6161578005259115 1.73303597602959 0 0 0
15653 0 5 2.874146599601526 1.1325348930833932 1.7502658273875515 0 0 0
15654 0 5 2.2907776420205583 1.7168064718689173 1.7479317466948163 0 0 0
15656 0 5 3.4564636877930397 1.7131683371270912 1.7356564909031684 0 0 0
18181 0 7 2.3043362163957335 0.0 1.1521681081978667 0 0 0
18182 0 7 2.8804202704946666 0.5760840540989334 1.1521681081978667 0 0 0
18183 0 7 3.4565043245936002 0.0 1.1521681081978667 0 0 0
18184 0 7 4.032588378692534 0.5760840540989334 1.1521681081978667 0 0 0
18213 0 7 2.3043362163957335 1.1521681081978667 1.1521681081978667 0 0 0
18214 0 7 2.8804202704946666 1.7282521622968001 1.1521681081978667 0 0 0
18215 0 7 3.4565043245936002 1.1521681081978667 1.1521681081978667 0 0 0
18216 0 7 4.032588378692534 1.7282521622968001 1.1521681081978667 0 0 0
15655 0 5 4.0510650826256995 1.1475181861226336 1.755483197900606 0 0 0
16206 0 5 4.003748860590223 1.6941169163558125 2.2754854858412235 0 0 0
16138 0 5 2.8924764286729667 0.5752597153018953 2.3238737152090874 0 0 0
17179 0 5 14.950396663843428 0.002176962438444008 3.494823625389819 0 0 0
4827 0 1 16.39190495603337 7.243243690529533 10.98800696690521 -3 -3 0
2707 0 1 9.83187903918097 3.748250748650569 11.02494983580571 1 -15 0
15626 0 5 4.630874201833573 0.5337774227145872 1.7285014699998416 0 0 0
15628 0 5 5.766405145971762 0.568832896165191 1.7450238440063754 0 0 0
15657 0 5 5.169860574024779 1.1107164009988233 1.7604432193913087 0 0 0
