     # position        density    temperature             vx             vy             vz
   0.21750E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.21850E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.21950E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22050E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22150E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22250E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22350E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22450E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22550E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22650E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22750E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22850E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.22950E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23050E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23150E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23250E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23350E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23450E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23550E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23650E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23750E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23850E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.23950E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24050E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24150E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24250E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24350E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24450E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24550E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24650E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24750E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24850E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.24950E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25050E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25150E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25250E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25350E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25450E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25550E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25650E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25750E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25850E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.25950E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26050E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26150E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26250E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26350E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26450E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26550E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26650E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26750E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26850E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.26950E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27050E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27150E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27250E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27350E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27450E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27550E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27650E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27750E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27850E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.27950E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.28050E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.28150E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
   0.28250E+002   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000   0.00000E+000
